                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     74,                 2.8744,                 3.4611,                  2.803,                 3.1929,                0.25801,                0.26974,                0.17547,                0.06871,                0.29715,                0.22449,                0.14467,                0.05466,                  2.479,                 3.8788,                 2.9274,                 3.0913,              0.0001065,             2.5403e-05,             2.5403e-05
                     75,                  2.894,                 3.4946,                 2.8257,                 3.1952,                0.30177,                0.32653,                0.20623,                0.08337,                 0.2861,                0.30612,                0.16443,                0.06272,                 2.4308,                 3.8607,                  2.821,                 3.0283,             0.00010673,             2.5744e-05,             2.5744e-05
                     76,                 2.8482,                 3.4173,                 2.8077,                 3.1673,                0.34871,                0.30595,                0.21084,                0.08448,                0.37148,                 0.2449,                  0.178,                0.06995,                 2.4046,                 3.8167,                 2.7798,                 3.0363,             0.00010695,             2.6084e-05,             2.6084e-05
                     77,                 2.8178,                 3.5726,                 2.8054,                 3.1615,                0.33967,                 0.2449,                 0.2599,                0.08694,                0.26819,                0.29924,                 0.2077,                0.07579,                 2.4677,                 3.7636,                 2.6972,                 3.0046,             0.00010718,             2.6425e-05,             2.6425e-05
                     78,                 2.7977,                 3.4279,                 2.7735,                 3.1245,                0.46351,                0.26531,                0.26219,                  0.104,                0.41736,                 0.2449,                0.20515,                0.09011,                 2.3412,                 3.7481,                 2.6014,                 2.9933,              0.0001074,             2.6766e-05,             2.6766e-05
                     79,                 2.7465,                 3.4499,                  2.734,                 3.0833,                 0.2851,                0.28571,                0.24982,                0.08969,                0.26379,                0.26531,                0.20361,                0.07167,                 2.4047,                 3.7379,                  2.756,                  3.003,             0.00010762,             2.7107e-05,             2.7107e-05
                     80,                 2.7563,                 3.4943,                 2.7889,                 3.1174,                0.33723,                0.32653,                 0.2469,                0.09073,                0.32833,                0.30612,                0.20242,                0.07786,                 2.4475,                  3.735,                  2.667,                   3.03,             0.00010785,             2.7447e-05,             2.7447e-05
                     81,                 2.7249,                  3.486,                 2.7203,                 3.0734,                0.25621,                0.40076,                0.24323,                0.10697,                0.20852,                 0.2449,                0.18074,                0.08538,                 2.3822,                 3.7027,                 2.6835,                 2.9281,             0.00010807,             2.7788e-05,             2.7788e-05
                     82,                 2.7752,                 3.4434,                 2.7161,                 3.0523,                0.40215,                0.36735,                0.28216,                0.09101,                 0.3046,                0.30612,                0.21362,                0.07422,                 2.3868,                 3.7168,                 2.6358,                 2.9703,              0.0001083,             2.8128e-05,             2.8128e-05
                     83,                 2.6701,                 3.3896,                 2.6735,                 3.0157,                0.38385,                0.38776,                0.28433,                0.10062,                0.32579,                0.32653,                0.21963,                0.09106,                 2.3004,                 3.6702,                 2.5455,                 2.9239,             0.00010852,             2.8469e-05,             2.8469e-05
