                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     68,                 2.7919,                 3.5966,                 3.3804,                 3.4901,                0.23386,                   0.25,                0.13165,                0.05457,                0.20803,                0.21154,                0.14588,                0.05522,                 2.3538,                 3.4805,                 3.0806,                  3.487,             0.00014314,             3.4917e-05,             3.4917e-05
                     69,                  2.672,                 3.4686,                 3.2412,                 3.4754,                0.17032,                0.26923,                0.10556,                 0.0416,                0.19949,                0.19231,                0.09411,                0.04073,                 2.3504,                 3.5959,                 3.2106,                 3.4851,             0.00014346,             3.5428e-05,             3.5428e-05
                     70,                 2.7244,                 3.2572,                 3.2048,                 3.4397,                0.14516,                0.30769,                0.13194,                0.04349,                0.20742,                0.19231,                0.12905,                0.05186,                 2.4257,                 3.5735,                 3.3915,                 3.4645,             0.00014377,             3.5939e-05,             3.5939e-05
                     71,                 2.6484,                  3.339,                 3.2897,                 3.3948,                0.22071,                0.32692,                0.14026,                 0.0422,                0.18029,                0.32692,                0.14652,                  0.044,                  2.328,                 3.5641,                 3.0741,                 3.4573,             0.00014409,             3.6449e-05,             3.6449e-05
                     72,                 2.7184,                 3.3626,                 3.2941,                 3.4126,                0.28728,                0.26923,                0.15971,                0.05752,                0.27521,                   0.25,                 0.1547,                 0.0581,                 2.2803,                 3.4966,                 3.0684,                 3.4696,              0.0001444,              3.696e-05,              3.696e-05
                     73,                 2.5867,                 3.3517,                 3.2116,                 3.3926,                 0.2265,                0.36538,                0.14945,                0.05696,                0.19767,                0.34615,                0.16107,                 0.0558,                 2.3391,                 3.5632,                 3.0648,                 3.3782,             0.00014472,              3.747e-05,              3.747e-05
                     74,                 2.6372,                 3.2994,                 3.2092,                 3.4048,                 0.2095,                0.34615,                 0.1627,                 0.0614,                0.21328,                0.19231,                0.16018,                0.06925,                 2.3016,                 3.4695,                  2.937,                 3.3925,             0.00014503,              3.798e-05,              3.798e-05
                     75,                 2.5926,                 3.4144,                  3.232,                 3.4018,                0.16281,                0.38462,                0.14459,                0.05399,                0.15652,                0.36538,                0.13347,                0.05772,                 2.3332,                  3.405,                 3.2593,                 3.3617,             0.00014535,             3.8491e-05,             3.8491e-05
                     76,                 2.4817,                 3.3591,                 3.2091,                  3.355,                0.14452,                0.30769,                0.14266,                 0.0558,                0.17612,                0.30769,                0.13113,                0.05652,                 2.3018,                 3.4342,                 3.2214,                 3.3065,             0.00014566,             3.9001e-05,             3.9001e-05
                     77,                 2.6738,                 3.3251,                 3.1725,                 3.3535,                0.16117,                0.28087,                0.13911,                0.05492,                0.17351,                0.28846,                0.13079,                0.05449,                  2.268,                 3.5141,                 3.0381,                 3.3505,             0.00014597,             3.9511e-05,             3.9511e-05
                     78,                 2.5829,                 3.3686,                 3.1915,                 3.3842,                0.33722,                 0.2056,                0.18391,                0.07285,                0.29735,                0.17308,                0.16099,                0.06859,                 2.2526,                 3.4618,                 2.9677,                 3.4195,             0.00014629,             4.0021e-05,             4.0021e-05
                     79,                 2.5581,                 3.3081,                 3.1712,                  3.355,                0.11648,                0.19231,                0.11111,                0.04292,                0.10483,                0.17308,                0.10002,                0.04367,                 2.2779,                 3.5326,                 3.0506,                 3.4093,              0.0001466,              4.053e-05,              4.053e-05
                     80,                 2.5009,                 3.2177,                 3.1504,                 3.2769,                0.21362,                   0.25,                0.17116,                0.06869,                0.24511,                0.23077,                0.17128,                0.07628,                 2.2806,                 3.4858,                   2.96,                 3.3574,             0.00014692,              4.104e-05,              4.104e-05
                     81,                  2.589,                 3.2806,                 3.1615,                 3.2913,                0.19142,                0.32692,                0.17234,                0.06015,                0.32367,                0.19231,                0.19908,                0.07842,                 2.2501,                 3.4296,                 2.9717,                 3.3629,             0.00014723,              4.155e-05,              4.155e-05
                     82,                 2.4719,                  3.314,                 3.1244,                 3.2854,                0.20092,                0.34615,                0.23084,                0.07889,                0.33847,                   0.25,                 0.2345,                 0.0889,                 2.2254,                 3.4918,                 3.1777,                 3.2913,             0.00014754,             4.2059e-05,             4.2059e-05
                     83,                 2.5655,                 3.3012,                 3.1292,                  3.267,                0.28277,                0.32692,                0.27104,                0.07689,                0.28277,                0.32692,                0.27286,                0.09564,                 2.2434,                 3.3816,                 2.8945,                 3.2573,             0.00014786,             4.2568e-05,             4.2568e-05
                     84,                 2.5133,                 3.1512,                  3.092,                 3.2198,                0.20603,                0.44231,                0.19745,                0.06587,                0.42312,                0.23077,                0.21813,                0.08593,                 2.2304,                  3.442,                 3.0186,                 3.2528,             0.00014817,             4.3078e-05,             4.3078e-05
                     85,                 2.5506,                 3.2175,                 3.0671,                 3.2253,                0.27884,                0.30769,                0.18781,                0.05755,                0.31356,                0.28846,                0.22114,                0.08012,                 2.2848,                 3.4039,                 3.0226,                 3.4112,             0.00014848,             4.3587e-05,             4.3587e-05
                     86,                 2.4595,                 3.1537,                 3.0033,                 3.2028,                0.18123,                0.42308,                0.14262,                0.04568,                0.23041,                0.34615,                0.23389,                0.07384,                 2.2292,                 3.3978,                 3.1965,                 3.2865,             0.00014879,             4.4096e-05,             4.4096e-05
                     87,                 2.4354,                 3.1616,                 3.0869,                 3.1941,                0.28088,                0.34615,                0.22958,                0.07709,                0.34612,                0.36538,                0.29389,                0.10661,                 2.2286,                 3.2981,                 2.9033,                 3.2452,             0.00014911,             4.4605e-05,             4.4605e-05
                     88,                 2.4175,                 3.1282,                 3.0254,                 3.1858,                0.35134,                0.34615,                0.26876,                0.09353,                0.29157,                0.32692,                0.25058,                0.10301,                 2.2417,                 3.3264,                 2.7988,                 3.3157,             0.00014942,             4.5114e-05,             4.5114e-05
                     89,                 2.3612,                 3.2542,                 2.9718,                  3.117,                 0.2853,                0.36086,                0.24874,                0.07995,                0.35454,                0.30769,                0.26305,                0.09717,                 2.2349,                 3.4594,                 2.8113,                 3.2685,             0.00014973,             4.5622e-05,             4.5622e-05
                     90,                 2.3829,                 3.1312,                 2.9369,                 3.1179,                0.27432,                   0.25,                0.19878,                0.06225,                0.30222,                0.28846,                0.24477,                0.07968,                 2.2322,                 3.4022,                 2.9304,                 3.2516,             0.00015005,             4.6131e-05,             4.6131e-05
                     91,                 2.3312,                 3.1551,                 2.9326,                 3.1192,                 0.3595,                0.38462,                0.26286,                0.09611,                0.32355,                0.34615,                0.26958,                 0.1072,                 2.1182,                 3.3786,                 2.9901,                 3.1425,             0.00015036,              4.664e-05,              4.664e-05
                     92,                 2.3965,                 3.0805,                 2.8667,                 3.0926,                0.33755,                0.34615,                0.29521,                0.10968,                0.30802,                0.34615,                0.29543,                 0.1307,                 2.1827,                 3.3691,                 2.7694,                 3.3045,             0.00015067,             4.7148e-05,             4.7148e-05
                     93,                 2.3824,                  3.189,                 3.0017,                 3.1378,                0.25463,                0.36538,                0.19865,                0.06223,                0.43766,                   0.25,                0.25888,                0.09787,                 2.2136,                 3.4646,                 2.8763,                 3.2814,             0.00015098,             4.7656e-05,             4.7656e-05
