                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    704,                 1.1845,                  1.769,                 1.0558,                 1.4184,                0.76047,                0.71276,                0.70913,                0.39925,                0.77578,                0.69388,                 0.6972,                0.39926,                 1.5954,                 3.0967,                 1.2859,                 1.6569,              0.0010567,             9.7459e-06,             9.7459e-06
                    705,                 1.3097,                 1.9208,                 1.1966,                 1.4858,                0.76247,                0.69388,                 0.7142,                 0.3958,                 0.7372,                0.67347,                0.65789,                0.40402,                 1.6004,                 3.1444,                 1.2684,                 1.6596,              0.0010514,             9.7587e-06,             9.7587e-06
                    706,                 1.2159,                 1.8279,                 1.0903,                  1.411,                 0.7452,                0.65663,                0.69776,                0.39128,                0.69924,                0.61688,                0.61751,                0.36952,                 1.6282,                 3.2679,                 1.2804,                 1.6738,               0.001046,             9.7715e-06,             9.7715e-06
                    707,                 1.2379,                 1.8124,                 1.1214,                 1.4718,                0.78723,                0.61224,                0.69013,                0.40028,                0.76232,                0.58918,                0.60427,                0.36643,                  1.628,                 3.3591,                 1.3612,                 1.6629,              0.0010406,             9.7843e-06,             9.7843e-06
                    708,                 1.2032,                 1.7213,                  1.089,                 1.4217,                0.77229,                0.63265,                0.65063,                0.38198,                0.74021,                0.59184,                0.58573,                0.36927,                 1.6409,                 3.4965,                  1.428,                 1.6595,              0.0010353,             9.7971e-06,             9.7971e-06
                    709,                 1.3167,                 1.9258,                  1.187,                 1.4831,                0.73182,                0.61261,                0.66214,                0.37174,                0.68887,                0.58748,                0.57906,                0.36064,                 1.7301,                  3.593,                 1.4454,                  1.721,              0.0010299,             9.8099e-06,             9.8099e-06
                    710,                   1.28,                 1.8941,                 1.1136,                 1.4692,                0.80538,                0.53061,                0.61215,                0.35185,                0.77404,                 0.5102,                0.56999,                0.34174,                 1.8455,                 3.5462,                 1.4696,                 1.8174,              0.0010246,             9.8227e-06,             9.8227e-06
                    711,                 1.3139,                 1.8495,                 1.1513,                 1.4928,                0.86091,                0.53061,                 0.6357,                0.36686,                0.86091,                0.53061,                0.62995,                0.36899,                 1.8258,                 3.2527,                 1.4368,                 1.8325,              0.0010192,             9.8355e-06,             9.8355e-06
                    712,                 1.3128,                  1.868,                 1.1886,                 1.4925,                0.87288,                0.59184,                 0.6897,                0.39312,                0.87288,                0.59184,                0.67285,                0.41252,                 1.7442,                 2.9596,                 1.3466,                  1.762,              0.0010139,             9.8483e-06,             9.8483e-06
                    713,                 1.2796,                 1.8046,                 1.1527,                 1.4659,                0.83833,                0.57143,                0.69469,                0.39623,                0.83833,                0.57143,                0.66999,                0.41204,                 1.6461,                 2.9115,                 1.3174,                 1.6902,              0.0010085,             9.8611e-06,             9.8611e-06
                    714,                 1.2884,                 1.8079,                 1.1643,                 1.4823,                0.81503,                0.59184,                0.67663,                0.40973,                0.78692,                0.57143,                0.63118,                0.39492,                 1.5942,                 2.9586,                 1.3215,                 1.6623,              0.0010032,             9.8739e-06,             9.8739e-06
                    715,                 1.2486,                 1.6765,                 1.0811,                 1.4593,                 0.8049,                0.58941,                0.67186,                0.40694,                0.78738,                0.55102,                  0.638,                0.39215,                 1.5653,                 3.0148,                 1.3168,                 1.6607,             0.00099782,             9.8866e-06,             9.8866e-06
                    716,                 1.2238,                 1.7699,                 1.0599,                 1.4228,                0.84391,                0.59184,                0.68424,                0.39923,                0.84391,                0.59184,                0.66955,                0.39934,                 1.5597,                 3.0562,                 1.3396,                 1.6625,             0.00099247,             9.8994e-06,             9.8994e-06
                    717,                 1.1823,                 1.8035,                 1.0171,                 1.4004,                0.85187,                0.58692,                0.68963,                0.40128,                0.85187,                0.58692,                 0.6732,                0.39908,                 1.5939,                 3.0582,                 1.3066,                 1.6755,             0.00098712,             9.9122e-06,             9.9122e-06
                    718,                 1.2518,                 1.7661,                 1.1012,                  1.451,                0.80967,                0.67347,                0.69355,                0.39937,                0.78455,                0.65306,                0.65369,                 0.4057,                 1.6145,                 3.0358,                  1.347,                 1.6807,             0.00098176,              9.925e-06,              9.925e-06
                    719,                 1.1924,                 1.6458,                 1.0448,                 1.4073,                0.77008,                0.65306,                 0.6315,                0.37236,                0.77008,                0.65306,                0.61563,                0.39201,                 1.6495,                 3.0846,                 1.3926,                 1.7052,             0.00097641,             9.9377e-06,             9.9377e-06
                    720,                 1.2625,                 1.7114,                 1.0742,                  1.471,                0.73836,                0.67347,                0.65219,                0.36127,                0.72044,                0.61224,                0.60147,                0.37605,                 1.6423,                 3.1998,                 1.4603,                  1.697,             0.00097106,             9.9505e-06,             9.9505e-06
                    721,                 1.2436,                 1.7767,                 1.0659,                 1.4422,                0.71412,                0.71429,                0.63551,                0.36147,                0.67151,                0.66758,                0.59723,                0.36549,                 1.6239,                 3.3408,                 1.4787,                 1.6726,              0.0009657,             9.9632e-06,             9.9632e-06
                    722,                 1.2172,                 1.6416,                 1.0239,                 1.4083,                0.65324,                0.69388,                0.64334,                0.36672,                0.68516,                0.62189,                0.59352,                0.35997,                 1.6098,                 3.2866,                 1.4759,                 1.6539,             0.00096035,              9.976e-06,              9.976e-06
                    723,                 1.2026,                 1.7432,                 1.0162,                 1.4231,                0.67034,                0.67347,                 0.6468,                0.38922,                0.64865,                0.65306,                0.60785,                 0.3917,                 1.5939,                 3.0882,                 1.4999,                 1.6524,               0.000955,             9.9888e-06,             9.9888e-06
                    724,                 1.1785,                  1.661,                0.98046,                  1.377,                0.70481,                0.65306,                0.64554,                0.38906,                0.71062,                0.65306,                0.64747,                0.40448,                 1.5586,                  2.899,                 1.4444,                 1.6306,             0.00094964,             1.0002e-05,             1.0002e-05
                    725,                  1.295,                 1.6962,                 1.0847,                 1.4884,                0.77959,                0.59184,                0.66119,                0.41382,                0.77959,                0.59184,                0.62661,                0.40642,                 1.5083,                  2.806,                 1.3773,                 1.5921,             0.00094429,             1.0014e-05,             1.0014e-05
                    726,                 1.1376,                 1.4998,                0.98749,                 1.3792,                0.77331,                0.65306,                0.67085,                0.43367,                  0.796,                0.63713,                0.65711,                0.42051,                 1.4685,                 2.8226,                 1.3968,                 1.5653,             0.00093894,             1.0027e-05,             1.0027e-05
                    727,                 1.2243,                  1.728,                 1.0516,                 1.4462,                0.79409,                0.65306,                0.69387,                0.45586,                0.79409,                0.65306,                 0.6719,                0.44484,                 1.4383,                 2.7999,                 1.3877,                 1.5489,             0.00093358,              1.004e-05,              1.004e-05
                    728,                 1.2364,                 1.8079,                 1.0743,                 1.4451,                0.79702,                0.69388,                0.71882,                0.46732,                0.80729,                0.69388,                0.68889,                0.44902,                 1.4548,                 2.8168,                 1.3145,                 1.5597,             0.00092823,             1.0052e-05,             1.0052e-05
                    729,                 1.1728,                 1.6915,                 1.0412,                  1.394,                0.81413,                0.67347,                0.70257,                0.45526,                0.81413,                0.67347,                0.69823,                0.43424,                 1.4809,                 2.8906,                  1.338,                 1.5768,             0.00092288,             1.0065e-05,             1.0065e-05
                    730,                 1.1979,                  1.786,                 1.0591,                 1.4202,                0.68864,                0.67347,                  0.687,                0.43677,                0.74473,                0.61224,                0.65602,                0.40784,                 1.4881,                 2.9797,                 1.3782,                 1.5895,             0.00091752,             1.0078e-05,             1.0078e-05
                    731,                 1.2903,                 1.7964,                 1.1445,                 1.4624,                0.81929,                0.59184,                 0.6694,                0.42953,                0.81929,                0.59184,                0.64921,                0.42494,                 1.5229,                 3.0667,                 1.4118,                 1.6253,             0.00091217,             1.0091e-05,             1.0091e-05
                    732,                 1.2929,                 1.7981,                 1.1681,                 1.4846,                0.83361,                0.63265,                0.65942,                0.42675,                0.80633,                0.61224,                0.62739,                0.42669,                 1.5589,                 3.0914,                 1.4623,                 1.6592,             0.00090682,             1.0103e-05,             1.0103e-05
                    733,                 1.1558,                 1.6659,                 1.0325,                 1.4045,                0.81116,                0.65306,                0.66272,                0.42182,                0.75999,                0.61224,                0.59703,                0.41463,                 1.5753,                 3.0614,                 1.4763,                 1.6582,             0.00090146,             1.0116e-05,             1.0116e-05
                    734,                 1.2469,                  1.788,                 1.1078,                 1.4631,                0.86151,                0.63265,                0.69245,                0.41739,                0.83293,                0.61224,                0.63497,                0.40174,                  1.579,                 3.0929,                 1.4381,                 1.6609,             0.00089611,             1.0129e-05,             1.0129e-05
                    735,                    1.2,                 1.7926,                 1.0652,                 1.4326,                0.80085,                0.65306,                 0.6993,                0.41544,                0.78469,                0.63265,                0.63871,                0.40431,                 1.5455,                  3.078,                 1.3664,                 1.6356,             0.00089076,             1.0142e-05,             1.0142e-05
                    736,                 1.1724,                 1.6206,                 1.0268,                 1.3967,                0.75259,                0.69388,                0.69312,                0.42484,                0.72933,                0.67347,                0.65375,                 0.4355,                 1.5366,                 3.0005,                 1.3209,                 1.6076,              0.0008854,             1.0154e-05,             1.0154e-05
                    737,                 1.1818,                 1.6823,                 1.0058,                 1.4157,                0.79335,                0.63265,                0.70457,                0.43155,                0.76738,                0.61224,                0.65995,                 0.4359,                 1.5486,                  2.997,                 1.2846,                 1.6115,             0.00088005,             1.0167e-05,             1.0167e-05
                    738,                 1.2333,                 1.7043,                 1.0362,                  1.415,                0.83609,                0.59184,                0.70793,                0.42636,                0.80628,                0.57143,                0.65501,                0.43229,                 1.5829,                 2.9802,                 1.2947,                 1.6372,              0.0008747,              1.018e-05,              1.018e-05
                    739,                 1.2073,                 1.7562,                 1.0064,                 1.4207,                0.83588,                0.62379,                0.69992,                0.42711,                0.80866,                0.60387,                0.65114,                0.43786,                 1.6194,                 3.0073,                 1.3283,                 1.6666,             0.00086934,             1.0192e-05,             1.0192e-05
                    740,                  1.259,                 1.7482,                  1.062,                 1.4345,                0.85379,                0.61224,                0.68378,                 0.4258,                0.85379,                0.61224,                0.65228,                0.42009,                 1.6231,                 2.9765,                 1.4156,                 1.6674,             0.00086399,             1.0205e-05,             1.0205e-05
                    741,                 1.2085,                 1.6742,                 1.0663,                 1.4153,                0.82742,                0.59184,                0.66372,                0.41853,                0.82742,                0.59184,                0.66881,                0.42096,                  1.597,                 2.9704,                 1.3992,                 1.6467,             0.00085864,             1.0218e-05,             1.0218e-05
                    742,                 1.1745,                 1.6208,                 1.0233,                 1.3808,                0.81841,                0.61224,                0.66143,                0.43177,                0.81841,                0.61224,                0.67561,                0.42446,                 1.5461,                 3.0628,                 1.3461,                 1.6176,             0.00085328,             1.0231e-05,             1.0231e-05
                    743,                 1.2012,                 1.6642,                 1.0806,                 1.4118,                0.74617,                0.66001,                0.68234,                0.43783,                0.74993,                0.65306,                 0.6783,                0.41672,                 1.5111,                 3.2441,                 1.3356,                 1.6136,             0.00084793,             1.0243e-05,             1.0243e-05
                    744,                 1.2179,                 1.7926,                  1.047,                 1.4478,                0.70873,                0.69523,                0.71183,                0.44579,                0.65197,                0.68825,                0.69752,                0.43151,                 1.4999,                 3.2674,                 1.3807,                 1.6098,             0.00084258,             1.0256e-05,             1.0256e-05
                    745,                 1.2011,                 1.7113,                 1.0565,                 1.4099,                0.79533,                0.71429,                0.72998,                0.45181,                0.74945,                0.67347,                0.68392,                0.42944,                 1.4985,                 3.0597,                 1.3591,                 1.6029,             0.00083722,             1.0269e-05,             1.0269e-05
                    746,                  1.213,                 1.7556,                 1.0351,                 1.4222,                0.79572,                0.71429,                0.73161,                0.45597,                0.78841,                0.69388,                0.68721,                0.45599,                 1.5123,                 2.9045,                 1.3053,                 1.5926,             0.00083187,             1.0281e-05,             1.0281e-05
                    747,                 1.2079,                 1.7995,                 1.0736,                 1.4099,                0.88002,                0.57143,                0.70869,                0.45167,                0.81596,                0.53061,                0.64077,                0.44665,                 1.4792,                 2.9176,                 1.3415,                  1.574,             0.00082652,             1.0294e-05,             1.0294e-05
                    748,                 1.2295,                 1.7019,                 1.1007,                 1.4288,                0.78564,                0.59851,                0.66351,                0.41008,                0.84692,                0.57143,                0.60484,                0.41169,                 1.5089,                 3.1138,                 1.4513,                 1.6025,             0.00082116,             1.0307e-05,             1.0307e-05
                    749,                 1.2849,                  1.856,                 1.1571,                 1.4262,                0.74453,                 0.5354,                0.64274,                0.39971,                0.74453,                 0.5354,                  0.606,                0.39463,                 1.5556,                 3.2829,                 1.5501,                 1.6243,             0.00081581,             1.0319e-05,             1.0319e-05
                    750,                 1.2472,                 1.6759,                 1.0604,                 1.4296,                0.72288,                0.53061,                0.63119,                0.42209,                0.75582,                0.55102,                0.60804,                0.39381,                 1.5414,                 3.3847,                 1.5317,                 1.6069,             0.00081046,             1.0332e-05,             1.0332e-05
                    751,                 1.1786,                 1.6233,                 1.0406,                 1.4051,                0.71612,                0.55102,                0.61185,                0.41132,                0.74264,                0.57143,                0.60137,                0.38813,                 1.5156,                  3.364,                 1.4735,                 1.5975,              0.0008051,             1.0345e-05,             1.0345e-05
                    752,                 1.0777,                 1.6529,                0.98923,                 1.3342,                0.73643,                0.55102,                 0.6112,                0.41098,                0.76469,                0.57143,                0.59579,                0.39008,                 1.4702,                 3.2625,                 1.4094,                 1.5749,             0.00079975,             1.0357e-05,             1.0357e-05
                    753,                 1.2059,                 1.8141,                 1.0623,                 1.4159,                0.71827,                0.57143,                0.63967,                0.44358,                0.74445,                0.59184,                 0.6271,                0.41123,                 1.4473,                  3.128,                 1.3404,                   1.56,              0.0007944,              1.037e-05,              1.037e-05
                    754,                 1.1792,                 1.6595,                 1.0588,                  1.404,                 0.7125,                0.75871,                0.72016,                0.46575,                0.66573,                0.69101,                0.67037,                0.44626,                 1.4579,                 3.0279,                 1.2667,                 1.5537,             0.00078904,             1.0383e-05,             1.0383e-05
                    755,                 1.1897,                  1.637,                 1.0342,                 1.4367,                0.81866,                0.69388,                0.72675,                0.47765,                0.76844,                0.65306,                0.67862,                0.45418,                  1.457,                 3.0397,                 1.2573,                 1.5626,             0.00078369,             1.0395e-05,             1.0395e-05
                    756,                 1.1116,                 1.5775,                0.96708,                  1.372,                0.82756,                0.67347,                0.72492,                0.47391,                0.77687,                0.63265,                0.67741,                0.44849,                  1.494,                  3.046,                 1.2806,                  1.585,             0.00077834,             1.0408e-05,             1.0408e-05
                    757,                 1.1783,                  1.612,                 1.0117,                 1.4158,                0.80107,                0.71429,                0.72873,                0.46984,                0.75437,                0.67347,                0.68254,                0.44104,                 1.5318,                 3.0124,                 1.2899,                 1.6142,             0.00077298,             1.0421e-05,             1.0421e-05
                    758,                 1.1677,                 1.6491,                0.97964,                 1.3732,                0.77801,                0.71429,                0.72633,                0.46426,                0.74572,                0.65844,                0.68613,                0.43205,                 1.5341,                 2.9355,                 1.3279,                 1.6218,             0.00076763,             1.0433e-05,             1.0433e-05
                    759,                 1.1466,                 1.6003,                 1.0136,                 1.3487,                0.77045,                0.68509,                0.71861,                0.45191,                 0.7475,                0.66468,                0.68424,                0.43214,                  1.547,                 2.8938,                 1.3883,                 1.6238,             0.00076228,             1.0446e-05,             1.0446e-05
                    760,                 1.1944,                 1.6457,                 1.0328,                 1.4148,                 0.7465,                0.72126,                 0.7291,                0.45703,                0.86978,                0.59184,                0.69409,                0.44271,                 1.5303,                 2.8444,                 1.3535,                 1.6058,             0.00075692,             1.0459e-05,             1.0459e-05
                    761,                 1.1581,                 1.6676,                 1.0332,                 1.3903,                0.92168,                0.63265,                0.73521,                0.46728,                0.89086,                0.61224,                0.67939,                0.44228,                 1.4917,                  2.792,                 1.2806,                 1.5755,             0.00075157,             1.0471e-05,             1.0471e-05
                    762,                 1.1333,                 1.5904,                 1.0533,                 1.3739,                0.76378,                0.72594,                0.72646,                0.48098,                0.90177,                0.57143,                 0.6937,                0.45459,                 1.4285,                 2.7649,                 1.2114,                 1.5198,             0.00074622,             1.0484e-05,             1.0484e-05
                    763,                 1.1749,                 1.5444,                0.96279,                 1.3802,                0.95348,                0.57143,                0.72176,                0.47502,                0.95348,                0.57143,                0.69002,                0.46073,                 1.4448,                 2.7959,                 1.2358,                 1.5083,             0.00074086,             1.0497e-05,             1.0497e-05
                    764,                 1.0873,                 1.7087,                 1.0025,                 1.3123,                0.74131,                0.61224,                  0.683,                 0.4235,                0.74131,                0.61224,                0.64463,                0.41981,                 1.5211,                 2.9545,                 1.3056,                 1.5421,             0.00073551,             1.0509e-05,             1.0509e-05
                    765,                 1.1577,                 1.7032,                 1.0027,                 1.3784,                0.79876,                0.57143,                0.66802,                0.40097,                0.77024,                0.55102,                0.59364,                0.38828,                  1.599,                 3.2059,                 1.3477,                  1.586,             0.00073016,             1.0522e-05,             1.0522e-05
                    766,                   1.12,                 1.5361,                0.94507,                 1.3606,                0.84274,                0.59184,                0.67451,                 0.4147,                0.84274,                0.59184,                0.64254,                0.41247,                 1.5508,                 3.1664,                 1.2821,                 1.5757,              0.0007248,             1.0534e-05,             1.0534e-05
                    767,                 1.1468,                  1.592,                 1.0616,                 1.3857,                0.78476,                0.67347,                0.71052,                0.45029,                0.84372,                0.61224,                 0.6579,                0.43599,                 1.4444,                 2.9473,                 1.2144,                 1.5421,             0.00071945,             1.0547e-05,             1.0547e-05
                    768,                  1.179,                 1.7156,                 1.0058,                 1.3933,                0.82277,                0.66333,                0.70569,                0.46673,                0.86424,                0.59184,                0.67188,                0.43437,                 1.3883,                 2.8301,                 1.1926,                 1.5255,              0.0007141,              1.056e-05,              1.056e-05
                    769,                 1.0984,                  1.649,                0.99923,                 1.3443,                0.85231,                0.65306,                 0.7135,                0.47713,                0.82886,                0.63265,                0.68023,                0.44251,                 1.3843,                 2.8029,                 1.2108,                  1.531,             0.00070874,             1.0572e-05,             1.0572e-05
                    770,                 1.1589,                 1.6706,                0.99696,                 1.3466,                0.84469,                0.66611,                0.72337,                0.48892,                0.90839,                0.60723,                0.68254,                0.46075,                 1.3775,                 2.7628,                  1.233,                  1.528,             0.00070339,             1.0585e-05,             1.0585e-05
                    771,                 1.0953,                 1.5324,                0.98372,                 1.3452,                0.85848,                0.65306,                0.72358,                0.49415,                0.90879,                0.61008,                0.68069,                 0.4723,                   1.38,                 2.7314,                 1.2266,                 1.5252,             0.00069804,             1.0598e-05,             1.0598e-05
                    772,                 1.0826,                 1.5813,                0.92883,                 1.3391,                0.86404,                0.64856,                0.73864,                0.50192,                 0.8369,                0.62842,                0.69729,                 0.4891,                 1.3992,                 2.7446,                  1.233,                 1.5339,             0.00069268,              1.061e-05,              1.061e-05
                    773,                 1.1388,                 1.7574,                 1.0183,                 1.3349,                  0.856,                0.63265,                0.73979,                0.49698,                0.71423,                0.71409,                0.69568,                0.48046,                 1.4208,                 2.7834,                 1.2376,                 1.5532,             0.00068733,             1.0623e-05,             1.0623e-05
                    774,                 1.1129,                  1.553,                0.98013,                 1.3477,                 0.8416,                0.65306,                0.74134,                0.49571,                 0.8153,                0.63265,                0.69475,                0.47954,                 1.4287,                 2.7976,                 1.2306,                 1.5579,             0.00068198,             1.0635e-05,             1.0635e-05
                    775,                 1.1723,                  1.545,                 1.0086,                 1.4042,                0.79931,                0.67347,                0.74019,                0.48748,                0.77479,                0.65306,                0.69227,                0.48172,                 1.4328,                 2.8066,                 1.2451,                 1.5535,             0.00067662,             1.0648e-05,             1.0648e-05
                    776,                 1.1688,                 1.8044,                 1.0039,                 1.3825,                0.80826,                0.69388,                0.74845,                0.49655,                0.78292,                0.67347,                0.69694,                0.47414,                 1.4268,                 2.8754,                  1.243,                 1.5425,             0.00067127,             1.0661e-05,             1.0661e-05
                    777,                 1.1353,                 1.6529,                 1.0145,                 1.3377,                0.86465,                0.69388,                0.75435,                0.49602,                0.83779,                0.67347,                0.69817,                0.46957,                 1.4347,                 2.9427,                 1.2004,                 1.5483,             0.00066592,             1.0673e-05,             1.0673e-05
                    778,                 1.1266,                 1.5831,                  1.002,                 1.3366,                0.85055,                0.69693,                0.75907,                0.48753,                0.80204,                0.69388,                0.69773,                0.47228,                  1.455,                 3.0002,                 1.1791,                 1.5582,             0.00066056,             1.0686e-05,             1.0686e-05
                    779,                 1.1372,                 1.5314,                0.95234,                 1.3539,                0.78973,                0.69388,                0.72965,                0.47586,                0.76625,                0.67347,                0.67856,                0.46278,                 1.4752,                 3.0106,                 1.2275,                 1.5676,             0.00065521,             1.0698e-05,             1.0698e-05
                    780,                 1.1017,                 1.5756,                  0.945,                  1.346,                0.81948,                0.64861,                0.70943,                0.45974,                0.70255,                0.69388,                0.66819,                0.44935,                 1.4606,                 2.9894,                 1.2773,                 1.5518,             0.00064986,             1.0711e-05,             1.0711e-05
                    781,                 1.1778,                 1.7634,                 1.0053,                 1.3619,                0.72391,                0.69388,                0.70054,                0.46136,                0.70213,                0.67349,                0.65693,                0.44834,                 1.4585,                 2.9325,                 1.2919,                 1.5475,              0.0006445,             1.0723e-05,             1.0723e-05
                    782,                 1.1049,                 1.5579,                0.96721,                 1.3313,                0.79981,                0.65229,                0.69704,                0.46186,                0.76173,                0.63265,                0.64633,                0.44729,                 1.4254,                 2.8537,                 1.3178,                 1.5233,             0.00063915,             1.0736e-05,             1.0736e-05
                    783,                 1.1493,                 1.6562,                0.98986,                 1.3418,                0.79885,                0.65306,                 0.6891,                0.46463,                0.77388,                0.63265,                0.63998,                0.44999,                 1.4272,                 2.8235,                 1.3323,                 1.5137,              0.0006338,             1.0749e-05,             1.0749e-05
                    784,                 1.1277,                 1.6095,                0.98705,                 1.3665,                0.77755,                0.59184,                0.66393,                0.45455,                0.77755,                0.59184,                0.63942,                0.44352,                 1.4426,                 2.8555,                 1.3293,                 1.5199,             0.00062844,             1.0761e-05,             1.0761e-05
                    785,                 1.1882,                 1.6543,                0.96978,                 1.3675,                0.83394,                0.57143,                0.64897,                0.43157,                0.83394,                0.57143,                0.63527,                0.43058,                 1.5246,                 2.9116,                 1.4113,                 1.5685,             0.00062309,             1.0774e-05,             1.0774e-05
                    786,                 1.0812,                 1.5453,                0.92146,                 1.3244,                0.81684,                0.54619,                0.64768,                0.42901,                0.84727,                0.56618,                0.63595,                0.41994,                 1.5833,                 3.0304,                 1.4157,                 1.5907,             0.00061774,             1.0786e-05,             1.0786e-05
                    787,                 1.0777,                 1.4931,                0.92539,                  1.311,                0.86654,                0.53006,                0.65835,                0.42342,                0.89979,                0.54979,                0.63941,                0.42125,                 1.5929,                  3.094,                 1.3738,                 1.5886,             0.00061238,             1.0799e-05,             1.0799e-05
                    788,                 1.1034,                 1.5949,                0.93652,                 1.3493,                0.86913,                0.55102,                0.67156,                0.42971,                0.86913,                0.55102,                0.63574,                0.41498,                 1.5848,                 3.1349,                 1.3388,                 1.5839,             0.00060703,             1.0811e-05,             1.0811e-05
                    789,                 1.1186,                 1.4986,                 0.8915,                 1.3291,                0.81354,                0.57143,                0.67536,                0.43101,                0.82314,                0.56994,                0.63466,                 0.4235,                 1.5685,                 3.0948,                 1.3541,                 1.5838,             0.00060168,             1.0824e-05,             1.0824e-05
                    790,                 1.1169,                  1.638,                0.92007,                 1.3369,                 0.7644,                0.63265,                0.70359,                0.43321,                0.75371,                0.62467,                0.65536,                0.43788,                 1.5789,                  3.048,                 1.3251,                 1.6138,             0.00059632,             1.0837e-05,             1.0837e-05
                    791,                 1.1989,                 1.6661,                  1.008,                 1.3763,                0.78483,                0.67002,                0.71791,                0.44398,                0.82298,                0.61224,                0.67841,                0.45427,                 1.5698,                 3.0489,                 1.2863,                 1.6268,             0.00059097,             1.0849e-05,             1.0849e-05
                    792,                 1.1065,                 1.5819,                0.92229,                 1.3161,                 0.8313,                0.67347,                0.72533,                0.46338,                0.80363,                0.65306,                0.69485,                0.46505,                 1.5273,                 3.0613,                 1.2616,                 1.6179,             0.00058562,             1.0862e-05,             1.0862e-05
                    793,                 1.1475,                  1.657,                0.96481,                 1.3435,                0.82853,                0.69036,                0.71279,                0.45502,                0.80415,                0.67043,                0.69029,                0.46877,                 1.5192,                 3.0781,                 1.2642,                   1.61,             0.00058026,             1.0874e-05,             1.0874e-05
                    794,                 1.1677,                 1.4934,                 1.0107,                 1.3987,                0.87089,                0.67347,                0.71638,                0.47238,                0.84238,                0.65306,                0.69366,                0.46749,                 1.5049,                 3.0528,                 1.2401,                 1.5859,             0.00057491,             1.0887e-05,             1.0887e-05
                    795,                 1.1874,                 1.5964,                0.97545,                 1.3507,                 0.8049,                0.69388,                0.72029,                0.45746,                0.78122,                0.67347,                0.69121,                  0.465,                 1.5179,                 2.9956,                 1.2062,                 1.5748,             0.00056956,             1.0899e-05,             1.0899e-05
                    796,                 1.0504,                 1.4343,                 0.9034,                 1.3049,                  0.787,                0.69388,                 0.7149,                0.45352,                0.83153,                0.65306,                0.67116,                0.45861,                 1.5395,                 2.9909,                 1.1883,                 1.5769,              0.0005642,             1.0912e-05,             1.0912e-05
                    797,                 1.1161,                 1.5212,                0.92637,                 1.3568,                0.81519,                0.63018,                0.70988,                0.44923,                0.88379,                0.61224,                0.68469,                0.43707,                 1.5243,                 3.0347,                 1.2178,                 1.5723,             0.00055885,             1.0924e-05,             1.0924e-05
