                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     69,                 2.8087,                 3.4264,                 2.8306,                 3.2609,                 0.2853,                0.32653,                0.23601,                0.08622,                0.32612,                0.35565,                0.26595,                0.09869,                 2.5844,                 3.6448,                 2.6809,                 3.3133,               0.001115,             1.2259e-05,             1.2259e-05
                     70,                 2.7132,                 3.2395,                 2.7697,                 3.2521,                0.35442,                0.42857,                0.27036,                0.09116,                0.28943,                0.30612,                0.22781,                0.09158,                 2.5071,                   3.69,                 2.6108,                 3.2829,              0.0011066,             1.2436e-05,             1.2436e-05
                     71,                 2.7048,                 3.3735,                 2.8166,                 3.2314,                0.36417,                0.26531,                0.28107,                0.08587,                0.34806,                0.26531,                0.26599,                 0.1085,                 2.5295,                 3.6639,                 2.6876,                 3.3037,              0.0010981,             1.2612e-05,             1.2612e-05
                     72,                 2.7194,                 3.2818,                 2.7984,                 3.2478,                0.36571,                0.27074,                0.26632,                0.08331,                0.39328,                0.29115,                 0.2562,                0.10227,                 2.4705,                 3.6035,                 2.6764,                 3.2531,              0.0010897,             1.2789e-05,             1.2789e-05
                     73,                 2.7343,                 3.3525,                   2.79,                 3.2045,                0.23514,                0.26531,                0.22254,                0.07578,                0.21705,                 0.2449,                0.21551,                0.09304,                 2.5207,                 3.6232,                 2.7495,                 3.3007,              0.0010813,             1.2965e-05,             1.2965e-05
                     74,                 2.7073,                  3.241,                  2.726,                 3.2331,                0.31442,                0.34694,                0.26935,                0.08799,                0.29196,                0.28571,                0.23162,                0.09559,                 2.4552,                 3.6446,                 2.6945,                 3.2499,              0.0010728,             1.3142e-05,             1.3142e-05
                     75,                 2.6696,                 3.2548,                 2.7697,                 3.1995,                0.36355,                0.34694,                0.29479,                0.08032,                 0.3357,                0.30612,                 0.2737,                0.09753,                 2.5205,                 3.6104,                 2.6937,                 3.2997,              0.0010644,             1.3318e-05,             1.3318e-05
                     76,                 2.6403,                 3.2234,                 2.7648,                 3.1969,                0.29715,                0.32653,                0.23845,                0.07828,                0.31572,                0.34694,                0.24341,                0.08879,                  2.445,                 3.5772,                 2.6787,                 3.2643,               0.001056,             1.3495e-05,             1.3495e-05
                     77,                 2.6524,                 3.3567,                 2.7946,                 3.1822,                0.31628,                0.32653,                0.28381,                0.08506,                0.46236,                0.30612,                0.30725,                0.11773,                  2.437,                 3.5965,                 2.6413,                 3.2557,              0.0010475,             1.3671e-05,             1.3671e-05
                     78,                 2.6511,                 3.2439,                 2.7469,                 3.1809,                0.35258,                0.32653,                0.28565,                0.09543,                0.36465,                0.28571,                0.27772,                0.11758,                 2.4514,                 3.5716,                 2.6978,                 3.2477,              0.0010391,             1.3847e-05,             1.3847e-05
